objectid,filename,title,creator,date,description,subject,location,county,state,country,continent,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,dimensions,railroad,format_of_original
Zimmermann-06-076-010,access-zimmermann-06-076-010.jpg,Zimmermann-06-076-010,"Zimmermann, Karl",1978-10-27,"Amtrak turboliner, Rondout, IL, 10/27/78",,Rondout,,Illinois,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Amtrak (National Railroad Passenger Corporation) AMTK,Black-and-white film; Acetate film
Zimmermann-06-077-008,access-zimmermann-06-077-008.jpg,Zimmermann-06-077-008,"Zimmermann, Karl",1978-11-17,"Chicago, South Shore + South Bend, Gary, 11/17/78",,Gary,,Indiana,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Chicago South Shore & South Bend Railroad CSS,Black-and-white film; Acetate film
Zimmermann-06-077-009,access-zimmermann-06-077-009.jpg,Zimmermann-06-077-009,"Zimmermann, Karl",1978-11-17,"Chicago, South Shore + South Bend, Gary, 11/17/78",,Gary,,Indiana,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Chicago South Shore & South Bend Railroad CSS,Black-and-white film; Acetate film
Zimmermann-06-077-011,access-zimmermann-06-077-011.jpg,Zimmermann-06-077-011,"Zimmermann, Karl",1978-11-17,"Chicago, South Shore + South Bend, Gary, 11/17/78",,Gary,,Indiana,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Chicago South Shore & South Bend Railroad CSS,Black-and-white film; Acetate film
Zimmermann-06-078-005,access-zimmermann-06-078-005.jpg,Zimmermann-06-078-005,"Zimmermann, Karl",1978-11-18,"Chicago, South Shore + South Bend, Gary, 11/18/78",,Gary,,Indiana,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Chicago South Shore & South Bend Railroad CSS,Black-and-white film; Acetate film
Zimmermann-06-078-011,access-zimmermann-06-078-011.jpg,Zimmermann-06-078-011,"Zimmermann, Karl",1978-11-18,"Chicago, South Shore + South Bend, Gary, 11/18/78",,Gary,,Indiana,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Chicago South Shore & South Bend Railroad CSS,Black-and-white film; Acetate film
Zimmermann-06-079-001,access-zimmermann-06-079-001.jpg,Zimmermann-06-079-001,"Zimmermann, Karl",1978-11-18,"Chicago, South Shore + South Bend, (location illegible), 11/18/78",,,,,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Chicago South Shore & South Bend Railroad CSS,Black-and-white film; Acetate film
Zimmermann-06-079-002,access-zimmermann-06-079-002.jpg,Zimmermann-06-079-002,"Zimmermann, Karl",1978-11-18,"Chicago, South Shore + South Bend, (location illegible), 11/18/78",,,,,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Chicago South Shore & South Bend Railroad CSS,Black-and-white film; Acetate film
Zimmermann-06-079-005,access-zimmermann-06-079-005.jpg,Zimmermann-06-079-005,"Zimmermann, Karl",1978-11-18,"Chicago, South Shore + South Bend, (location illegible), 11/18/78",,,,,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Chicago South Shore & South Bend Railroad CSS,Black-and-white film; Acetate film
Zimmermann-06-079-011,access-zimmermann-06-079-011.jpg,Zimmermann-06-079-011,"Zimmermann, Karl",1978-11-18,"Chicago, South Shore + South Bend, (location illegible), 11/18/78",,,,,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Chicago South Shore & South Bend Railroad CSS,Black-and-white film; Acetate film
Zimmermann-06-080-002,access-zimmermann-06-080-002.jpg,Zimmermann-06-080-002,"Zimmermann, Karl",1978-12-02,"Chicago, South Shore + South Bend, Michigan City, 12/2/1978",,Michigan City,,Indiana,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Chicago South Shore & South Bend Railroad CSS,Black-and-white film; Acetate film
Zimmermann-06-081-008,access-zimmermann-06-081-008.jpg,Zimmermann-06-081-008,"Zimmermann, Karl",1979-01-06,"Pullman, IL, 1/6/1979, Hotel Florence",,Pullman,,Illinois,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,,Black-and-white film; Acetate film
Zimmermann-06-082-004,access-zimmermann-06-082-004.jpg,Zimmermann-06-082-004,"Zimmermann, Karl",1979-01-06,"Pullman historic district administation building and works, 1/6/1979",,Pullman,,Illinois,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,,Black-and-white film; Acetate film
Zimmermann-06-082-008,access-zimmermann-06-082-008.jpg,Zimmermann-06-082-008,"Zimmermann, Karl",1979-01-06,"Amtrak, Roosevelt Rd (Chicago Union Station), 1/6/1979",,Chicago,,Illinois,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Amtrak (National Railroad Passenger Corporation) AMTK,Black-and-white film; Acetate film
Zimmermann-06-082-012,access-zimmermann-06-082-012.jpg,Zimmermann-06-082-012,"Zimmermann, Karl",1979-01-06,"Amtrak, Southwest Ltd, Roosevelt Rd (Chicago Union Station), 1/6/1979",,Chicago,,Illinois,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Amtrak (National Railroad Passenger Corporation) AMTK,Black-and-white film; Acetate film
Zimmermann-06-083-005,access-zimmermann-06-083-005.jpg,Zimmermann-06-083-005,"Zimmermann, Karl",1979-01-19,"Rondout, 1/19/1979",,Rondout,,Illinois,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,,Black-and-white film; Acetate film
Zimmermann-06-083-010,access-zimmermann-06-083-010.jpg,Zimmermann-06-083-010,"Zimmermann, Karl",1979-02-19,"Rondout, 2/19/1979",,Rondout,,Illinois,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,,Black-and-white film; Acetate film
Zimmermann-06-085-008,access-zimmermann-06-085-008.jpg,Zimmermann-06-085-008,"Zimmermann, Karl",1979-05-25,"Spartan (Chessie System, ex C&O, ex Pere Marquette), Milwaukee, 5/25/1979",,Milwaukee,,Wisconsin,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Chessie System,Black-and-white film; Acetate film
Zimmermann-06-086-010,access-zimmermann-06-086-010.jpg,Zimmermann-06-086-010,"Zimmermann, Karl",1979-05-26,"Spartan (Chessie System, ex C&O, ex Pere Marquette), Manitowoc, 5/26/1979",,Manitowoc,,Wisconsin,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Chessie System,Black-and-white film; Acetate film
Zimmermann-06-088-005,access-zimmermann-06-088-005.jpg,Zimmermann-06-088-005,"Zimmermann, Karl",1979-05-26,"Chessie System Badger, Manitowoc, 5/26/1979",,Manitowoc,,Wisconsin,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Chessie System,Black-and-white film; Acetate film
Zimmermann-06-088-008,access-zimmermann-06-088-008.jpg,Zimmermann-06-088-008,"Zimmermann, Karl",1979-05-26,"Ann Arbor Viking, Kewaunee, 5/26/1979, #7 Green Bay & Western",,Kewaunee,,Wisconsin,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Ann Arbor Railroad AA; Green Bay & Western Railroad GBW,Black-and-white film; Acetate film
Zimmermann-06-089-004,access-zimmermann-06-089-004.jpg,Zimmermann-06-089-004,"Zimmermann, Karl",1979-05-26,"Ann Arbor Viking, Kewaunee, 5/26/1979",,Kewaunee,,Wisconsin,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Ann Arbor Railroad AA,Black-and-white film; Acetate film
Zimmermann-06-089-010,access-zimmermann-06-089-010.jpg,Zimmermann-06-089-010,"Zimmermann, Karl",1979-05-26,"Ann Arbor Viking, Kewaunee, 5/26/1979",,Kewaunee,,Wisconsin,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Ann Arbor Railroad AA,Black-and-white film; Acetate film
Zimmermann-06-089-011,access-zimmermann-06-089-011.jpg,Zimmermann-06-089-011,"Zimmermann, Karl",1979-05-26,"Ann Arbor Viking, Kewaunee, 5/26/1979",,Kewaunee,,Wisconsin,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Ann Arbor Railroad AA,Black-and-white film; Acetate film
Zimmermann-06-090-001,access-zimmermann-06-090-001.jpg,Zimmermann-06-090-001,"Zimmermann, Karl",1979-05-26,"Aboard Ann Arbor Viking, Kewaunee, 5/26/1979",,Kewaunee,,Wisconsin,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Ann Arbor Railroad AA,Black-and-white film; Acetate film
Zimmermann-06-091-002,access-zimmermann-06-091-002.jpg,Zimmermann-06-091-002,"Zimmermann, Karl",1979-05-26,"Ann Arbor Viking, Kewaunee, 5/26/1979, Green Bay & Western",,Kewaunee,,Wisconsin,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Ann Arbor Railroad AA; Green Bay & Western Railroad GBW,Black-and-white film; Acetate film
Zimmermann-06-091-011,access-zimmermann-06-091-011.jpg,Zimmermann-06-091-011,"Zimmermann, Karl",1979-05-26,"Ann Arbor City of Milwaukee, Kewaunee, 5/26/1979",,Kewaunee,,Wisconsin,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Ann Arbor Railroad AA,Black-and-white film; Acetate film
Zimmermann-06-092-003,access-zimmermann-06-092-003.jpg,Zimmermann-06-092-003,"Zimmermann, Karl",1979-05-26,"Ann Arbor City of Milwaukee, Kewaunee, 5/26/1979",,Kewaunee,,Wisconsin,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Ann Arbor Railroad AA,Black-and-white film; Acetate film
Zimmermann-06-092-007,access-zimmermann-06-092-007.jpg,Zimmermann-06-092-007,"Zimmermann, Karl",1979-05-27,"Ann Arbor City of Milwaukee, at sea, 5/27/1979",,,,,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Ann Arbor Railroad AA,Black-and-white film; Acetate film
Zimmermann-06-092-010,access-zimmermann-06-092-010.jpg,Zimmermann-06-092-010,"Zimmermann, Karl",1979-05-27,"Ann Arbor City of Milwaukee, at sea, 5/27/1979",,,,,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Ann Arbor Railroad AA,Black-and-white film; Acetate film
Zimmermann-06-093-003,access-zimmermann-06-093-003.jpg,Zimmermann-06-093-003,"Zimmermann, Karl",1979-05-27,"Ann Arbor City of Milwaukee, Kewaunee, 5/27/1979",,Kewaunee,,Wisconsin,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Ann Arbor Railroad AA,Black-and-white film; Acetate film
Zimmermann-06-094-004,access-zimmermann-06-094-004.jpg,Zimmermann-06-094-004,"Zimmermann, Karl",1979-07-02,"Amtrak North Star, Deerfield, IL, 7/2/79",,Deerfield,,Illinois,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Amtrak (National Railroad Passenger Corporation) AMTK,Black-and-white film; Acetate film
Zimmermann-06-094-008,access-zimmermann-06-094-008.jpg,Zimmermann-06-094-008,"Zimmermann, Karl",1979-07-02,"CNW, 7/2/79, Glencoe, IL",,Glencoe,,Illinois,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Chicago & North Western Railway CNW,Black-and-white film; Acetate film
Zimmermann-06-094-011,access-zimmermann-06-094-011.jpg,Zimmermann-06-094-011,"Zimmermann, Karl",1979-07-02,"CNW, 7/2/79, Glencoe, IL",,Glencoe,,Illinois,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Chicago & North Western Railway CNW,Black-and-white film; Acetate film
Zimmermann-06-094-012,access-zimmermann-06-094-012.jpg,Zimmermann-06-094-012,"Zimmermann, Karl",1979-07-02,"CNW, 7/2/79, Hubbard Woods, IL",,Winnetka,,Illinois,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Chicago & North Western Railway CNW,Black-and-white film; Acetate film
Zimmermann-06-095-001,access-zimmermann-06-095-001.jpg,Zimmermann-06-095-001,"Zimmermann, Karl",1979-07-02,"CNW, 7/2/79, Hubbard Woods, IL",,Winnetka,,Illinois,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Chicago & North Western Railway CNW,Black-and-white film; Acetate film
Zimmermann-06-095-005,access-zimmermann-06-095-005.jpg,Zimmermann-06-095-005,"Zimmermann, Karl",1979-07-02,"CNW, 7/2/79, Glencoe, IL",,Glencoe,,Illinois,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Chicago & North Western Railway CNW,Black-and-white film; Acetate film
Zimmermann-06-095-006,access-zimmermann-06-095-006.jpg,Zimmermann-06-095-006,"Zimmermann, Karl",1979-07-02,"CNW, 7/2/79, Glencoe, IL",,Glencoe,,Illinois,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Chicago & North Western Railway CNW,Black-and-white film; Acetate film
Zimmermann-06-096-001,access-zimmermann-06-096-001.jpg,Zimmermann-06-096-001,"Zimmermann, Karl",1979-07-02,"CNW, 7/2/79, Lake Forest, IL",,Lake Forest,,Illinois,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Chicago & North Western Railway CNW,Black-and-white film; Acetate film
Zimmermann-06-096-005,access-zimmermann-06-096-005.jpg,Zimmermann-06-096-005,"Zimmermann, Karl",1979-07-04,"Illinois Zephyr & suburban, Naperville, IL, 7/4/1979",,Naperville,,Illinois,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Amtrak (National Railroad Passenger Corporation) AMTK,Black-and-white film; Acetate film
Zimmermann-06-096-008,access-zimmermann-06-096-008.jpg,Zimmermann-06-096-008,"Zimmermann, Karl",1979-07-04,"Burlington Northern, Naperville, IL, 7/4/1979",,Naperville,,Illinois,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Burlington Northern Railroad BN,Black-and-white film; Acetate film
Zimmermann-06-096-011,access-zimmermann-06-096-011.jpg,Zimmermann-06-096-011,"Zimmermann, Karl",1979-07-04,"San Francisco Zephyr, Naperville, IL, 7/4/1979",,Naperville,,Illinois,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Amtrak (National Railroad Passenger Corporation) AMTK,Black-and-white film; Acetate film
Zimmermann-06-096-012,access-zimmermann-06-096-012.jpg,Zimmermann-06-096-012,"Zimmermann, Karl",1979-07-04,"San Francisco Zephyr, Naperville, IL, 7/4/1979",,Naperville,,Illinois,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Amtrak (National Railroad Passenger Corporation) AMTK,Black-and-white film; Acetate film
Zimmermann-06-097-003,access-zimmermann-06-097-003.jpg,Zimmermann-06-097-003,"Zimmermann, Karl",1979-07-05,"Rock Island, Joliet, IL, 7/5/79",,Joliet,,Illinois,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,"Chicago, Rock Island & Pacific Railroad CRIP",Black-and-white film; Acetate film
Zimmermann-06-097-006,access-zimmermann-06-097-006.jpg,Zimmermann-06-097-006,"Zimmermann, Karl",1979-07-05,"Bruce Sterzing and Edward W. King, Jr., chief operating officer and manager of suburban and passenger operations, Rock Island, Joliet, IL, 7/5/79",,Joliet,,Illinois,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,"Chicago, Rock Island & Pacific Railroad CRIP",Black-and-white film; Acetate film
Zimmermann-06-098-005,access-zimmermann-06-098-005.jpg,Zimmermann-06-098-005,"Zimmermann, Karl",1979-07-05,"Amtrak Lake Shore Ltd. #49, Roosevelt Rd (Chicago Union Station), 7/5/1979",,Chicago,,Illinois,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Amtrak (National Railroad Passenger Corporation) AMTK,Black-and-white film; Acetate film
Zimmermann-06-098-008,access-zimmermann-06-098-008.jpg,Zimmermann-06-098-008,"Zimmermann, Karl",1979-07-05,"Amtrak Lake Shore Ltd. #48, Roosevelt Rd (Chicago Union Station), 7/5/1979",,Chicago,,Illinois,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Amtrak (National Railroad Passenger Corporation) AMTK,Black-and-white film; Acetate film
Zimmermann-06-098-012,access-zimmermann-06-098-012.jpg,Zimmermann-06-098-012,"Zimmermann, Karl",1979-07-05,"Amtrak Lake Shore Ltd. #48, Roosevelt Rd (Chicago Union Station), 7/5/1979",,Chicago,,Illinois,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Amtrak (National Railroad Passenger Corporation) AMTK,Black-and-white film; Acetate film
Zimmermann-06-099-003,access-zimmermann-06-099-003.jpg,Zimmermann-06-099-003,"Zimmermann, Karl",1979-07-05,"Amtrak SFZ #6 backing out, Roosevelt Rd (Chicago Union Station), 7/5/1979",,Chicago,,Illinois,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Amtrak (National Railroad Passenger Corporation) AMTK,Black-and-white film; Acetate film
Zimmermann-06-099-006,access-zimmermann-06-099-006.jpg,Zimmermann-06-099-006,"Zimmermann, Karl",1979-07-05,"Amtrak Broadway #40, Roosevelt Rd (Chicago Union Station), 7/5/1979",,Chicago,,Illinois,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Amtrak (National Railroad Passenger Corporation) AMTK,Black-and-white film; Acetate film
Zimmermann-06-099-009,access-zimmermann-06-099-009.jpg,Zimmermann-06-099-009,"Zimmermann, Karl",1979-07-05,"Amtrak The Blue Water Ltd. #364, Roosevelt Rd (Chicago Union Station), 7/5/1979",,Chicago,,Illinois,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Amtrak (National Railroad Passenger Corporation) AMTK,Black-and-white film; Acetate film
Zimmermann-06-100-004,access-zimmermann-06-100-004.jpg,Zimmermann-06-100-004,"Zimmermann, Karl",1979-07-05,"Burlington Northern, Roosevelt Rd (Chicago Union Station), 7/5/1979",,Chicago,,Illinois,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Burlington Northern Railroad BN,Black-and-white film; Acetate film
Zimmermann-06-100-009,access-zimmermann-06-100-009.jpg,Zimmermann-06-100-009,"Zimmermann, Karl",1979-07-05,"Amtrak Lone Star #15, Roosevelt Rd (Chicago Union Station), 7/5/1979",,Chicago,,Illinois,United States,North and Central America,,,,,Still Image,image/jpeg,,© Center for Railroad Photography and Art,,6 x 6 cm,Amtrak (National Railroad Passenger Corporation) AMTK,Black-and-white film; Acetate film
